MESA,TOTALMESAS,ELECTORES,EMITIDOS,PORCENTAJE,COLEGIO,COMUNA,CIRCUNSCRIPCION
192M,1,254,135,53.15,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
193M,1,230,119,51.74,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
194M,1,233,125,53.65,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
195M,1,233,114,48.93,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
196M,1,239,124,51.88,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
197M,1,248,127,51.21,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
198M-258,1,449,203,45.21,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE
243,1,265,108,40.75,LICEO ATENEA,IQUIQUE,IQUIQUE
244,1,293,102,34.81,LICEO ATENEA,IQUIQUE,IQUIQUE
245,1,246,87,35.37,LICEO ATENEA,IQUIQUE,IQUIQUE
246,1,308,96,31.17,LICEO ATENEA,IQUIQUE,IQUIQUE
247,1,289,89,30.8,LICEO ATENEA,IQUIQUE,IQUIQUE
248,1,289,75,25.95,LICEO ATENEA,IQUIQUE,IQUIQUE
249,1,313,78,24.92,LICEO ATENEA,IQUIQUE,IQUIQUE
250,1,285,50,17.54,LICEO ATENEA,IQUIQUE,IQUIQUE
251,1,234,106,45.3,LICEO ATENEA,IQUIQUE,IQUIQUE
252,1,239,104,43.51,LICEO ATENEA,IQUIQUE,IQUIQUE
253,1,231,101,43.72,LICEO ATENEA,IQUIQUE,IQUIQUE
254,1,229,98,42.79,LICEO ATENEA,IQUIQUE,IQUIQUE
255,1,238,86,36.13,LICEO ATENEA,IQUIQUE,IQUIQUE
256,1,228,85,37.28,LICEO ATENEA,IQUIQUE,IQUIQUE
257,1,257,103,40.08,LICEO ATENEA,IQUIQUE,IQUIQUE
259,1,234,100,42.74,LICEO ATENEA,IQUIQUE,IQUIQUE
260,1,238,77,32.35,LICEO ATENEA,IQUIQUE,IQUIQUE
261,1,231,91,39.39,LICEO ATENEA,IQUIQUE,IQUIQUE
263,1,237,92,38.82,LICEO ATENEA,IQUIQUE,IQUIQUE
264,1,235,131,55.74,LICEO ATENEA,IQUIQUE,IQUIQUE
118M,1,256,135,52.73,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
119M,1,245,109,44.49,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
120M,1,256,136,53.12,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
121M,1,244,136,55.74,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
122M,1,252,145,57.54,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
123M,1,261,147,56.32,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
124M,1,250,126,50.4,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
125M,1,244,112,45.9,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
126M-202M,1,450,231,51.33,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
127M,1,243,135,55.56,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
128M,1,242,124,51.24,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
129M,1,265,137,51.7,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
130M,1,258,132,51.16,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
131M,1,247,117,47.37,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
132M,1,248,122,49.19,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
133M,1,244,119,48.77,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
134M-207M,1,448,230,51.34,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
135M,1,252,136,53.97,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
136M,1,248,141,56.85,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
137M,1,245,127,51.84,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE
70V,1,254,118,46.46,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
71V,1,261,124,47.51,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
72V,1,261,131,50.19,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
73V,1,248,116,46.77,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
74V,1,263,107,40.68,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
75V,1,270,147,54.44,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
76V,1,271,126,46.49,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
77V,1,270,144,53.33,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
78V,1,262,138,52.67,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
79V,1,250,121,48.4,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
80V,1,270,127,47.04,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
81V,1,263,150,57.03,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
82V,1,245,133,54.29,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
83V,1,250,144,57.6,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
84V,1,247,122,49.39,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
85V,1,259,135,52.12,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE
199M,1,250,135,54.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
200M,1,228,107,46.93,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
203M-215V,1,450,252,56.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
204M,1,228,133,58.33,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
205M,1,235,138,58.72,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
206M,1,237,122,51.48,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
208M,1,253,146,57.71,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
209M,1,249,91,36.55,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
1V,1,281,56,19.93,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
2V,1,280,70,25.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
3V,1,297,79,26.6,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
4V,1,279,85,30.47,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
5V,1,267,90,33.71,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
6V,1,269,93,34.57,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
7V,1,269,93,34.57,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
8V,1,251,105,41.83,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
9V,1,257,90,35.02,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
10V,1,254,91,35.83,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE
1M-265,1,439,158,35.99,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
2M,1,277,79,28.52,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
3M,1,262,70,26.72,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
4M,1,266,83,31.2,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
5M,1,266,81,30.45,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
6M,1,252,90,35.71,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
7M,1,268,89,33.21,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
8M,1,262,88,33.59,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
9M,1,273,93,34.07,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
10M-179V,1,449,178,39.64,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
11M,1,264,88,33.33,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
12M,1,273,108,39.56,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
13M,1,263,100,38.02,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
14M,1,271,107,39.48,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
15M,1,259,95,36.68,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
16M,1,269,89,33.09,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
17M,1,270,102,37.78,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
18M,1,279,120,43.01,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
19M,1,275,101,36.73,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
20M,1,273,111,40.66,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE
182V,1,248,124,50.0,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
183V,1,254,112,44.09,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
184V,1,245,84,34.29,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
185V,1,236,89,37.71,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
186V,1,246,100,40.65,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
187V,1,233,112,48.07,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
188V,1,242,124,51.24,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
189V,1,239,125,52.3,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
190V,1,252,112,44.44,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
191V,1,239,128,53.56,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
192V,1,256,85,33.2,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
193V,1,236,101,42.8,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
194V,1,260,113,43.46,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
195V,1,250,119,47.6,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
196V,1,257,123,47.86,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
197V,1,261,115,44.06,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
198V,1,239,112,46.86,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
199V,1,254,137,53.94,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
200V,1,248,112,45.16,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
201V,1,251,131,52.19,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE
138M,1,250,122,48.8,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
139M-183M,1,450,224,49.78,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
140M,1,248,129,52.02,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
141M,1,243,96,39.51,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
142M,1,251,119,47.41,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
143M,1,243,126,51.85,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
144M,1,258,130,50.39,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
145M-201M,1,450,212,47.11,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
146M,1,247,143,57.89,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
147M,1,248,123,49.6,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
148M,1,243,130,53.5,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
149M,1,240,104,43.33,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
150M,1,240,123,51.25,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
151M,1,247,113,45.75,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
152M,1,260,131,50.38,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
153M-227V,1,446,209,46.86,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
154M,1,234,121,51.71,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
155M,1,233,112,48.07,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
156M,1,240,107,44.58,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
157M,1,239,114,47.7,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE
101,1,342,190,55.56,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
102,1,343,168,48.98,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
103,1,343,201,58.6,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
104,1,347,179,51.59,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
105,1,346,186,53.76,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
106,1,343,188,54.81,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
107,1,344,184,53.49,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
108,1,340,187,55.0,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
109,1,345,196,56.81,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
110,1,336,173,51.49,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
111,1,340,187,55.0,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
112,1,341,193,56.6,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR
51,1,342,177,51.75,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
52,1,342,180,52.63,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
53,1,346,0,0.0,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
54,1,345,210,60.87,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
55,1,349,199,57.02,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
56,1,344,171,49.71,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
57,1,343,191,55.69,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
58,1,342,193,56.43,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
59,1,343,0,0.0,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
60,1,341,193,56.6,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
61,1,342,193,56.43,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
62,1,344,185,53.78,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
63,1,341,172,50.44,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR
39,1,346,192,55.49,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
40,1,344,181,52.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
41,1,346,189,54.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
42,1,343,160,46.65,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
43,1,347,196,56.48,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
44,1,345,187,54.2,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
45,1,341,170,49.85,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
46,1,345,176,51.01,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
47,1,342,192,56.14,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
48,1,344,199,57.85,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
49,1,344,186,54.07,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
50,1,344,181,52.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR
76,1,340,185,54.41,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
77,1,340,188,55.29,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
78,1,343,167,48.69,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
79,1,342,189,55.26,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
80,1,345,196,56.81,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
81,1,339,183,53.98,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
82,1,345,190,55.07,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
83,1,345,182,52.75,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
84,1,338,194,57.4,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
85,1,341,181,53.08,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
86,1,339,199,58.7,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
87,1,340,176,51.76,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
88,1,342,201,58.77,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR
64,1,337,180,53.41,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
65,1,344,191,55.52,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
66,1,342,191,55.85,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
67,1,341,186,54.55,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
68,1,345,202,58.55,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
69,1,343,205,59.77,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
70,1,345,193,55.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
71,1,341,178,52.2,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
72,1,343,178,51.9,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
73,1,343,185,53.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
74,1,343,185,53.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
75,1,343,179,52.19,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR
89,1,339,187,55.16,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
90,1,339,184,54.28,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
91,1,340,174,51.18,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
92,1,342,177,51.75,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
93,1,344,192,55.81,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
94,1,341,175,51.32,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
95,1,339,161,47.49,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
96,1,336,180,53.57,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
97,1,344,191,55.52,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
98,1,342,177,51.75,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
99,1,341,167,48.97,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
100,1,339,182,53.69,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR
125,1,346,191,55.2,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
126,1,346,179,51.73,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
127,1,333,209,62.76,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
128,1,344,190,55.23,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
129,1,344,174,50.58,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
130,1,344,189,54.94,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
131,1,349,163,46.7,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
132,1,347,227,65.42,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
133,1,349,184,52.72,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
134,1,348,210,60.34,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
135,1,343,287,83.67,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
136,1,178,115,64.61,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR
27,1,344,176,51.16,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
28,1,342,182,53.22,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
29,1,344,186,54.07,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
30,1,344,187,54.36,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
31,1,346,198,57.23,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
32,1,344,190,55.23,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
33,1,346,194,56.07,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
34,1,341,167,48.97,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
35,1,345,175,50.72,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
36,1,339,196,57.82,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
37,1,341,198,58.06,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
38,1,344,179,52.03,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR
14,1,344,191,55.52,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
15,1,339,192,56.64,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
16,1,342,177,51.75,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
17,1,344,192,55.81,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
18,1,339,186,54.87,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
19,1,340,186,54.71,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
20,1,344,187,54.36,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
21,1,342,181,52.92,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
22,1,343,190,55.39,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
23,1,341,184,53.96,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
24,1,343,201,58.6,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
25,1,345,182,52.75,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
26,1,340,189,55.59,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR
113,1,343,194,56.56,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
114,1,345,185,53.62,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
115,1,339,196,57.82,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
116,1,345,179,51.88,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
117,1,342,160,46.78,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
118,1,342,191,55.85,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
119,1,344,192,55.81,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
120,1,337,171,50.74,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
121,1,340,187,55.0,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
122,1,346,177,51.16,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
123,1,346,197,56.94,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
124,1,342,180,52.63,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR
1,1,350,235,67.14,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
2,1,346,200,57.8,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
3,1,343,167,48.69,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
4,1,344,186,54.07,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
5,1,346,193,55.78,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
6,1,343,167,48.69,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
7,1,347,189,54.47,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
8,1,343,181,52.77,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
9,1,344,189,54.94,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
10,1,342,171,50.0,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
11,1,342,188,54.97,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
12,1,344,181,52.62,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
13,1,343,186,54.23,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR
1M,1,313,118,37.7,ESCUELA SAN ANDRES DE PICA,PICA,PICA
2M,1,306,146,47.71,ESCUELA SAN ANDRES DE PICA,PICA,PICA
3M,1,280,118,42.14,ESCUELA SAN ANDRES DE PICA,PICA,PICA
4M,1,299,127,42.47,ESCUELA SAN ANDRES DE PICA,PICA,PICA
5M,1,272,141,51.84,ESCUELA SAN ANDRES DE PICA,PICA,PICA
