MESA,TOTALMESAS,ELECTORES,EMITIDOS,PORCENTAJE,COLEGIO,COMUNA,CIRCUNSCRIPCION,APRUEBO,RECHAZO
97,1,344,191,55.52,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,143,48
98,1,342,177,51.75,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,121,55
99,1,341,167,48.97,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,128,39
100,1,339,182,53.69,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,133,49
125,1,346,191,55.2,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,138,53
126,1,346,179,51.73,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,127,52
127,1,333,209,62.76,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,159,50
128,1,344,190,55.23,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,143,47
129,1,344,174,50.58,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,119,55
130,1,344,189,54.94,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,133,56
131,1,349,163,46.7,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,122,41
132,1,347,227,65.42,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,178,48
133,1,349,184,52.72,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,141,43
134,1,348,210,60.34,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,149,61
135,1,343,287,83.67,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,200,87
136,1,178,115,64.61,COSTA COLLEGE,IQUIQUE,IQUIQUE SUR,75,40
27,1,344,176,51.16,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,131,45
28,1,342,182,53.22,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,41,141
29,1,344,186,54.07,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,131,54
30,1,344,187,54.36,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,141,45
31,1,346,198,57.23,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,138,60
32,1,344,190,55.23,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,145,44
33,1,346,194,56.07,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,143,51
34,1,341,167,48.97,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,110,57
35,1,345,175,50.72,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,131,44
36,1,339,196,57.82,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,143,52
37,1,341,198,58.06,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,147,50
38,1,344,179,52.03,ESCUELA CHIPANA,IQUIQUE,IQUIQUE SUR,135,43
14,1,344,191,55.52,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,142,48
15,1,339,192,56.64,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,138,52
16,1,342,177,51.75,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,137,40
17,1,344,192,55.81,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,136,56
18,1,339,186,54.87,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,133,52
19,1,340,186,54.71,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,125,59
20,1,344,187,54.36,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,132,53
21,1,342,181,52.92,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,136,45
22,1,343,190,55.39,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,131,59
23,1,341,184,53.96,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,126,57
24,1,343,201,58.6,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,151,50
25,1,345,182,52.75,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,143,39
26,1,340,189,55.59,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,IQUIQUE SUR,141,47
113,1,343,194,56.56,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,138,56
114,1,345,185,53.62,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,141,44
115,1,339,196,57.82,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,154,41
116,1,345,179,51.88,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,136,43
117,1,342,160,46.78,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,127,32
118,1,342,191,55.85,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,143,47
119,1,344,192,55.81,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,147,44
120,1,337,171,50.74,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,119,51
121,1,340,187,55.0,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,147,40
122,1,346,177,51.16,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,127,49
123,1,346,197,56.94,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,149,48
124,1,342,180,52.63,LICEO SAMCA ARUMANTI,IQUIQUE,IQUIQUE SUR,126,53
1,1,350,235,67.14,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,194,41
2,1,346,200,57.8,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,124,74
3,1,343,167,48.69,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,119,48
4,1,344,186,54.07,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,133,52
5,1,346,193,55.78,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,151,42
6,1,343,167,48.69,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,129,38
7,1,347,189,54.47,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,134,54
8,1,343,181,52.77,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,131,50
9,1,344,189,54.94,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,133,55
10,1,342,171,50.0,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,130,41
11,1,342,188,54.97,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,135,52
12,1,344,181,52.62,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,129,52
13,1,343,186,54.23,UNIVERSIDAD ARTURO PRAT,IQUIQUE,IQUIQUE SUR,137,47
1M,1,313,118,37.7,ESCUELA SAN ANDRES DE PICA,PICA,PICA,79,36
2M,1,306,146,47.71,ESCUELA SAN ANDRES DE PICA,PICA,PICA,113,29
3M,1,280,118,42.14,ESCUELA SAN ANDRES DE PICA,PICA,PICA,85,33
4M,1,299,127,42.47,ESCUELA SAN ANDRES DE PICA,PICA,PICA,100,27
5M,1,272,141,51.84,ESCUELA SAN ANDRES DE PICA,PICA,PICA,100,39
6M,1,282,137,48.58,ESCUELA SAN ANDRES DE PICA,PICA,PICA,104,32
7M-8M,1,381,171,44.88,ESCUELA SAN ANDRES DE PICA,PICA,PICA,128,43
9M-11V,1,445,223,50.11,ESCUELA SAN ANDRES DE PICA,PICA,PICA,150,71
10M-3V,1,436,201,46.1,ESCUELA SAN ANDRES DE PICA,PICA,PICA,157,44
1V,1,317,120,37.85,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,88,32
2V,1,316,138,43.67,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,107,28
4V-12,1,431,185,42.92,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,117,67
5V,1,241,108,44.81,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,79,28
6V-8V,1,446,185,41.48,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,132,51
7V,1,241,100,41.49,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,74,25
9V,1,210,103,49.05,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,74,25
10V,1,244,114,46.72,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA,83,31
1,1,341,146,42.82,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA,118,23
2,1,301,158,52.49,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA,128,30
3,1,309,157,50.81,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA,137,18
4,1,309,143,46.28,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA,117,25
5,1,303,155,51.16,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA,122,31
1M-1V-2V,1,311,150,48.23,ESCUELA BASICA MAMINA,POZO ALMONTE,MAMI A,132,17
9V-10V,1,422,184,43.6,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,64,27
11V-12V,1,434,149,34.33,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,64,17
13V-14V,1,445,183,41.12,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,138,34
15V-16V,1,450,165,36.67,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,77,25
17V-21V,1,445,191,42.92,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,78,26
18V-24V,1,446,139,31.17,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,95,24
19V,1,244,72,29.51,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,74,27
20V,1,234,64,27.35,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,86,34
23V,1,236,108,45.76,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,126,48
25V,1,258,121,46.9,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,97,23
1M,1,301,92,30.56,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,64,27
2M,1,294,82,27.89,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,64,17
3M-26V,1,446,174,39.01,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,138,34
4M,1,285,102,35.79,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,77,25
5M,1,296,104,35.14,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,78,26
6M,1,286,122,42.66,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,95,24
7M,1,283,101,35.69,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,74,27
8M,1,298,123,41.28,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,86,34
9M-22V,1,437,178,40.73,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,126,48
10M,1,269,123,45.72,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE,97,23
11M,1,277,137,49.46,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,107,30
12M,1,252,116,46.03,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,89,27
13M,1,249,115,46.18,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,85,30
14M,1,265,128,48.3,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,99,29
1V,1,294,81,27.55,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,61,20
2V,1,286,125,43.71,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,100,25
3V,1,296,111,37.5,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,85,26
4V,1,294,144,48.98,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,119,22
5V,1,287,130,45.3,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,103,27
6V-8V,1,442,164,37.1,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,124,39
7V,1,241,109,45.23,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE,74,34
